"BETA","TVALOR","PVALOR","OR","LogP"
-0.289906793466736,-0.363647855563529,0.716120986266201,0.748333313882022,0.145013598880681
-0.700305520436806,-0.520193172086862,0.602928943804814,0.496433610006439,0.219733867182923
2.41602535206397,2.68721898136842,0.00720497004292229,11.2012496958601,2.1423678205711
0.137360252624823,0.219066724716693,0.826598071027626,1.14724137079886,0.0827056125348761
0.591416878442149,0.827795094814096,0.407786553109877,1.80654625934258,0.389567099319195
2.9116293970772,2.19046044140059,0.0284908607216056,18.3867334622422,1.5452944303324
-0.702452979400386,-1.46588922458273,0.142678467983934,0.495368683053524,0.845641562563959
0.18197979913936,0.0978954230405421,0.922015334415473,1.19958996088548,0.035261855956519
0.0575760776051212,0.0849068975328264,0.932335408154135,1.05926585399876,0.0304278218673819
-0.315297330021254,-0.505149385330683,0.613453917095238,0.729571918382907,0.212218056087657
-0.488234569481347,-0.908725659843579,0.363494955948898,0.613708898779409,0.439501611266454
-0.823620125328605,-1.29797279801667,0.194296682520194,0.438840119234706,0.711534614611095
-0.234480869942507,-0.558527560987772,0.576484189768529,0.790981365265639,0.239212598847061
-0.374072200873722,-0.7041477883361,0.481340742219179,0.687927241088002,0.317547376693501
0.737270988335893,0.897317295335518,0.36954963013907,2.09022347967795,0.432327228045548
-0.290205159351299,-0.357847765706902,0.720457242455232,0.748110070056704,0.142391788502687
-0.698623710522871,-0.736596996442858,0.461367462044809,0.497269219444518,0.335953037367324
-0.320809697732633,-0.642038893405265,0.520847930153693,0.725561313816023,0.283289057382516
-0.599083735148308,-1.18279696333939,0.236889624364584,0.549314723351768,0.625453960720409
-2.11431072001977,-2.00542127908999,0.0449180287238457,0.120716468328035,1.34757931147428
2.59400547285684,1.65138365247418,0.098660260726193,13.3832707146321,1.00585774117676
0.0553380409519405,0.084885640293065,0.932352307966025,1.05689782904378,0.0304199497770734
0.117265392344037,0.201560841804205,0.840260060563301,1.12441780197207,0.0755862789525408
1.34888186454049,1.08345317418336,0.278607324449339,3.85311481685878,0.555007470373945
-0.189800323932355,-0.45228314505519,0.651065016714069,0.827124274378079,0.186375639711022
0.260849842670051,0.299664993349338,0.76443270336795,1.29803274166877,0.11666074156937
-0.524920931944265,-0.906384873749413,0.36473217620791,0.591602139348514,0.438025922090266
0.359409544570935,0.527293311815702,0.597989918054248,1.43248334723298,0.223306138035531
-1.137439989516,-1.18955871568972,0.234219880414021,0.320638810751551,0.630376245097665
-0.26567596450257,-0.42777444403648,0.668815344694449,0.766687521226968,0.174693771394881
-0.107542320729032,-0.222684455362088,0.823781100430427,0.898038516001882,0.084188176051525
-0.0142865128906579,-0.0448416450065651,0.964233530545682,0.985815055075314,0.0158177703039886
0.280355205886734,0.540799970390489,0.588645463250825,1.32359987931603,0.230146198783341
0.293868400322321,0.633458823113318,0.526434062336283,1.34160733695605,0.278656017938757
0.750725313767106,1.14257572614623,0.253214788594594,2.11853606286009,0.596510933656765
0.43602514550101,0.582109359638726,0.560493021111019,1.54654768297677,0.251429790583448
-1.65389290750731,-1.2837507655416,0.199229175511229,0.191303729435327,0.700647062319336
-0.356225859349153,-0.574087508122029,0.565908586140272,0.700314429810212,0.247253716764349
-0.163063899782995,-0.354733177055803,0.722789493544186,0.849536901456497,0.140988168962444
-0.366443102964166,-0.510281464812737,0.609854286273943,0.69319557613408,0.214773919459217
-0.347527424749867,-0.300154487772386,0.764059318845184,0.706432639925453,0.116872923038078
2.36942633462149,2.02468604391078,0.0428996125874016,10.6912573203937,1.3675466297713
-0.0152607227153068,-0.0412866582578346,0.967067369169993,0.984855132022528,0.0145432704468357
1.00507424187109,1.24995393379371,0.211316375719104,2.73211010226262,0.67506684649301
0.516189624690921,0.515166372543594,0.606436765380927,1.67563068822508,0.217214477366026
0.0671345242552816,0.0589025250001922,0.953029746886376,1.06943933402831,0.0208935435306286
-0.880434634733253,-1.51098996201302,0.130791008377879,0.4146026717935,0.883422111868773
0.372234940891355,0.664016948036247,0.506679463885946,1.4509738343374,0.29526669764687
-0.242916254476952,-0.55318703459635,0.580135344132471,0.784337195749936,0.236470674794243
0.0776650527559982,0.122246726220644,0.902703621758682,1.08076060025375,0.044454815093536
-0.551702143199102,-0.722734170441384,0.469843217940626,0.575968594506393,0.328047037686402
0.274819016006753,0.471680959771369,0.637154529614393,1.31629242544917,0.195755225090275
-0.0749726176248572,-0.179540930003242,0.857512981929664,0.927768890496544,0.0667592964306843
1.51611253418672,2.10654449323243,0.0351570824921924,4.55448532990624,1.4539871719974
0.879007388225523,1.46266325711898,0.143559544841995,2.40850780629204,0.842967927274736
-0.61980493654884,-1.83006061436659,0.0672408755226672,0.538049381128195,1.17236664038147
-0.953074000856211,-1.2321896857021,0.217878235301183,0.385554006597412,0.661786150940956
0.277409429397972,0.869550223687159,0.384546250041612,1.3197065871107,0.415051419373827
-0.747783444824042,-0.8497860013904,0.395444073824243,0.473414740522312,0.402914928467077
-3.5492367395432,-1.42017382806182,0.155557081037363,0.0287465724049592,0.80811021479984
-0.238117927156079,-0.355012260166362,0.722580406436968,0.788109746072475,0.14111381898122
-0.0539326855453181,-0.0999782634700479,0.920361582206571,0.947495884523963,0.0360415179737481
